Strata ID	Layer 1	Layer 2	Layer 3	Layer 4	Layer 5	Layer 6	Natural Growth (acres)	Prescribed Burn (acres)	Group Selection (acres)	Even Age (acres)
KRORPS	K	R	O	R	P	S	0.0	0.0	0.0	76.0
KRORPM	K	R	O	R	P	M	0.0	0.0	0.0	197.0
KRORPL	K	R	O	R	P	L	0.0	0.0	447.0	0.0
KRORDS	K	R	O	R	D	S	0.0	0.0	0.0	80.0
KRORDM	K	R	O	R	D	M	0.0	0.0	0.0	381.0
KRORDL	K	R	O	R	D	L	0.0	0.0	0.0	800.0
KRORWS	K	R	O	R	W	S	0.0	0.0	0.0	116.0
KRORWM	K	R	O	R	W	M	0.0	0.0	0.0	241.0
KRORWL	K	R	O	R	W	L	0.0	0.0	0.0	667.0
KRORCM	K	R	O	R	C	M	0.0	119.0	0.0	0.0
KRORCL	K	R	O	R	C	L	0.0	539.0	0.0	0.0
KRORIM	K	R	O	R	I	M	0.0	419.0	0.0	0.0
KRORIL	K	R	O	R	I	L	0.0	345.0	0.0	0.0
KRORAM	K	R	O	R	A	M	212.0	0.0	0.0	0.0
KRORAL	K	R	O	R	A	L	173.0	0.0	0.0	0.0
KRPLPM	K	R	P	L	P	M	0.0	0.0	0.0	235.0
KRPLPL	K	R	P	L	P	L	0.0	0.0	120.0	0.0
KRPLDM	K	R	P	L	D	M	0.0	0.0	0.0	118.0
KRPLDL	K	R	P	L	D	L	0.0	0.0	0.0	165.0
KRPLWM	K	R	P	L	W	M	0.0	0.0	0.0	137.0
KRPLWL	K	R	P	L	W	L	0.0	0.0	0.0	471.0
KRPLCL	K	R	P	L	C	L	0.0	63.0	0.0	0.0
KRPLIP	K	R	P	L	I	P	0.0	230.0	0.0	0.0
KRPLIM	K	R	P	L	I	M	0.0	1627.0	0.0	0.0
KRPLIL	K	R	P	L	I	L	0.0	2057.0	0.0	0.0
KRPLAP	K	R	P	L	A	P	236.0	0.0	0.0	0.0
KRPLAM	K	R	P	L	A	M	769.0	0.0	0.0	0.0
KRPLAL	K	R	P	L	A	L	967.0	0.0	0.0	0.0
KRPLLP	K	R	P	L	L	P	78.0	0.0	0.0	0.0
KRPLLM	K	R	P	L	L	M	273.0	0.0	0.0	0.0
KRPLLL	K	R	P	L	L	L	235.0	0.0	0.0	0.0
KRPLNN	K	R	P	L	N	N	59.0	0.0	0.0	0.0
KRPHDL	K	R	P	H	D	L	0.0	0.0	0.0	54.0
KRPHWM	K	R	P	H	W	M	0.0	0.0	0.0	123.0
KRPHWL	K	R	P	H	W	L	0.0	0.0	0.0	111.0
KRPHCL	K	R	P	H	C	L	0.0	90.0	0.0	0.0
KRPHIM	K	R	P	H	I	M	0.0	80.0	0.0	0.0
KRPHIL	K	R	P	H	I	L	0.0	86.0	0.0	0.0
KRPHAM	K	R	P	H	A	M	71.0	0.0	0.0	0.0
KRPHLL	K	R	P	H	L	L	55.0	0.0	0.0	0.0
KRPCPP	K	R	P	C	P	P	0.0	0.0	0.0	71.0
KRPCPM	K	R	P	C	P	M	0.0	0.0	0.0	842.0
KRPCPL	K	R	P	C	P	L	0.0	0.0	352.0	0.0
KRPCDP	K	R	P	C	D	P	0.0	0.0	0.0	78.0
KRPCDM	K	R	P	C	D	M	0.0	0.0	0.0	118.0
KRPCDL	K	R	P	C	D	L	0.0	0.0	0.0	311.0
KRPCWM	K	R	P	C	W	M	0.0	0.0	0.0	486.0
KRPCWL	K	R	P	C	W	L	0.0	0.0	0.0	581.0
KRPCCL	K	R	P	C	C	L	0.0	154.0	0.0	0.0
KRPCIP	K	R	P	C	I	P	0.0	331.0	0.0	0.0
KRPCIM	K	R	P	C	I	M	0.0	2301.0	0.0	0.0
KRPCIL	K	R	P	C	I	L	0.0	2993.0	0.0	0.0
KRPCAP	K	R	P	C	A	P	167.0	0.0	0.0	0.0
KRPCAM	K	R	P	C	A	M	546.0	0.0	0.0	0.0
KRPCAL	K	R	P	C	A	L	837.0	0.0	0.0	0.0
KRPCLP	K	R	P	C	L	P	114.0	0.0	0.0	0.0
KRPCLM	K	R	P	C	L	M	363.0	0.0	0.0	0.0
KRPCLL	K	R	P	C	L	L	551.0	0.0	0.0	0.0
KRPCNN	K	R	P	C	N	N	218.0	0.0	0.0	0.0
KRPRPS	K	R	P	R	P	S	0.0	0.0	0.0	541.0
KRPRPP	K	R	P	R	P	P	0.0	0.0	0.0	622.0
KRPRPM	K	R	P	R	P	M	0.0	0.0	0.0	1422.0
KRPRPL	K	R	P	R	P	L	0.0	0.0	2483.0	0.0
KRPRDS	K	R	P	R	D	S	0.0	0.0	0.0	443.0
KRPRDP	K	R	P	R	D	P	0.0	0.0	0.0	257.0
KRPRDM	K	R	P	R	D	M	0.0	0.0	0.0	2078.0
KRPRDL	K	R	P	R	D	L	0.0	0.0	0.0	3278.0
KRPRWS	K	R	P	R	W	S	0.0	0.0	0.0	878.0
KRPRWP	K	R	P	R	W	P	0.0	0.0	0.0	304.0
KRPRWM	K	R	P	R	W	M	0.0	0.0	0.0	1583.0
KRPRWL	K	R	P	R	W	L	0.0	0.0	0.0	2365.0
KRPRCS	K	R	P	R	C	S	0.0	445.0	0.0	0.0
KRPRCP	K	R	P	R	C	P	0.0	125.0	0.0	0.0
KRPRCM	K	R	P	R	C	M	0.0	474.0	0.0	0.0
KRPRCL	K	R	P	R	C	L	0.0	1720.0	0.0	0.0
KRPRIS	K	R	P	R	I	S	0.0	299.0	0.0	0.0
KRPRIP	K	R	P	R	I	P	0.0	904.0	0.0	0.0
KRPRIM	K	R	P	R	I	M	0.0	2767.0	0.0	0.0
KRPRIL	K	R	P	R	I	L	0.0	2047.0	0.0	0.0
KRPRAS	K	R	P	R	A	S	83.0	0.0	0.0	0.0
KRPRAP	K	R	P	R	A	P	102.0	0.0	0.0	0.0
KRPRAM	K	R	P	R	A	M	885.0	0.0	0.0	0.0
KRPRAL	K	R	P	R	A	L	872.0	0.0	0.0	0.0
KRPRLS	K	R	P	R	L	S	58.0	0.0	0.0	0.0
KRPRLP	K	R	P	R	L	P	92.0	0.0	0.0	0.0
KRPRLM	K	R	P	R	L	M	276.0	0.0	0.0	0.0
KRPRLL	K	R	P	R	L	L	400.0	0.0	0.0	0.0
KRPRNN	K	R	P	R	N	N	504.0	0.0	0.0	0.0
KNNLPS	K	N	N	L	P	S	0.0	0.0	0.0	408.0
KNNLPP	K	N	N	L	P	P	0.0	0.0	0.0	204.0
KNNLPM	K	N	N	L	P	M	0.0	0.0	0.0	2494.0
KNNLPL	K	N	N	L	P	L	0.0	0.0	3075.0	0.0
KNNLDS	K	N	N	L	D	S	0.0	0.0	0.0	645.0
KNNLDP	K	N	N	L	D	P	0.0	0.0	0.0	154.0
KNNLDM	K	N	N	L	D	M	0.0	0.0	0.0	1068.0
KNNLDL	K	N	N	L	D	L	0.0	0.0	0.0	2622.0
KNNLWS	K	N	N	L	W	S	0.0	0.0	0.0	1056.0
KNNLWP	K	N	N	L	W	P	0.0	0.0	0.0	603.0
KNNLWM	K	N	N	L	W	M	0.0	0.0	0.0	3554.0
KNNLWL	K	N	N	L	W	L	0.0	0.0	0.0	7524.0
KNNLCS	K	N	N	L	C	S	0.0	592.0	0.0	0.0
KNNLCP	K	N	N	L	C	P	0.0	240.0	0.0	0.0
KNNLCM	K	N	N	L	C	M	0.0	1857.0	0.0	0.0
KNNLCL	K	N	N	L	C	L	0.0	6685.0	0.0	0.0
KNNLIS	K	N	N	L	I	S	0.0	1577.0	0.0	0.0
KNNLIP	K	N	N	L	I	P	0.0	489.0	0.0	0.0
KNNLIM	K	N	N	L	I	M	0.0	2908.0	0.0	0.0
KNNLIL	K	N	N	L	I	L	0.0	5152.0	0.0	0.0
KNNLAS	K	N	N	L	A	S	556.0	0.0	0.0	0.0
KNNLAP	K	N	N	L	A	P	431.0	0.0	0.0	0.0
KNNLAM	K	N	N	L	A	M	2155.0	0.0	0.0	0.0
KNNLAL	K	N	N	L	A	L	4029.0	0.0	0.0	0.0
KNNLLS	K	N	N	L	L	S	51.0	0.0	0.0	0.0
KNNLLP	K	N	N	L	L	P	143.0	0.0	0.0	0.0
KNNLLM	K	N	N	L	L	M	919.0	0.0	0.0	0.0
KNNLLL	K	N	N	L	L	L	817.0	0.0	0.0	0.0
KNNLNN	K	N	N	L	N	N	7038.0	0.0	0.0	0.0
KNNHPM	K	N	N	H	P	M	0.0	0.0	0.0	65.0
KNNHWM	K	N	N	H	W	M	0.0	0.0	0.0	54.0
KNNHIP	K	N	N	H	I	P	0.0	76.0	0.0	0.0
KNNHIM	K	N	N	H	I	M	0.0	103.0	0.0	0.0
KNNHIL	K	N	N	H	I	L	0.0	66.0	0.0	0.0
KNNHAM	K	N	N	H	A	M	69.0	0.0	0.0	0.0
KNNHLM	K	N	N	H	L	M	55.0	0.0	0.0	0.0
KNNCPS	K	N	N	C	P	S	0.0	0.0	0.0	1195.0
KNNCPP	K	N	N	C	P	P	0.0	0.0	0.0	3479.0
KNNCPM	K	N	N	C	P	M	0.0	0.0	0.0	20251.0
KNNCPL	K	N	N	C	P	L	0.0	0.0	24346.0	0.0
KNNCDS	K	N	N	C	D	S	0.0	0.0	0.0	1121.0
KNNCDP	K	N	N	C	D	P	0.0	0.0	0.0	1005.0
KNNCDM	K	N	N	C	D	M	0.0	0.0	0.0	4272.0
KNNCDL	K	N	N	C	D	L	0.0	0.0	0.0	11926.0
KNNCWS	K	N	N	C	W	S	0.0	0.0	0.0	887.0
KNNCWP	K	N	N	C	W	P	0.0	0.0	0.0	1275.0
KNNCWM	K	N	N	C	W	M	0.0	0.0	0.0	9736.0
KNNCWL	K	N	N	C	W	L	0.0	0.0	0.0	16388.0
KNNCCS	K	N	N	C	C	S	0.0	334.0	0.0	0.0
KNNCCP	K	N	N	C	C	P	0.0	422.0	0.0	0.0
KNNCCM	K	N	N	C	C	M	0.0	2046.0	0.0	0.0
KNNCCL	K	N	N	C	C	L	0.0	9272.0	0.0	0.0
KNNCIS	K	N	N	C	I	S	0.0	833.0	0.0	0.0
KNNCIP	K	N	N	C	I	P	0.0	1970.0	0.0	0.0
KNNCIM	K	N	N	C	I	M	0.0	14311.0	0.0	0.0
KNNCIL	K	N	N	C	I	L	0.0	16276.0	0.0	0.0
KNNCAS	K	N	N	C	A	S	288.0	0.0	0.0	0.0
KNNCAP	K	N	N	C	A	P	750.0	0.0	0.0	0.0
KNNCAM	K	N	N	C	A	M	3423.0	0.0	0.0	0.0
KNNCAL	K	N	N	C	A	L	6669.0	0.0	0.0	0.0
KNNCLS	K	N	N	C	L	S	90.0	0.0	0.0	0.0
KNNCLP	K	N	N	C	L	P	664.0	0.0	0.0	0.0
KNNCLM	K	N	N	C	L	M	2686.0	0.0	0.0	0.0
KNNCLL	K	N	N	C	L	L	3479.0	0.0	0.0	0.0
KNNCNL	K	N	N	C	N	L	130.0	0.0	0.0	0.0
KNNCNN	K	N	N	C	N	N	73351.0	0.0	0.0	0.0
KNNRPS	K	N	N	R	P	S	0.0	0.0	0.0	188.0
KNNRPP	K	N	N	R	P	P	0.0	0.0	0.0	2744.0
KNNRPM	K	N	N	R	P	M	0.0	0.0	0.0	3269.0
KNNRPL	K	N	N	R	P	L	0.0	0.0	5119.0	0.0
KNNRDP	K	N	N	R	D	P	0.0	0.0	0.0	140.0
KNNRDM	K	N	N	R	D	M	0.0	0.0	0.0	1424.0
KNNRDL	K	N	N	R	D	L	0.0	0.0	0.0	3040.0
KNNRWP	K	N	N	R	W	P	0.0	0.0	0.0	433.0
KNNRWM	K	N	N	R	W	M	0.0	0.0	0.0	2213.0
KNNRWL	K	N	N	R	W	L	0.0	0.0	0.0	3217.0
KNNRCM	K	N	N	R	C	M	0.0	436.0	0.0	0.0
KNNRCL	K	N	N	R	C	L	0.0	1102.0	0.0	0.0
KNNRIP	K	N	N	R	I	P	0.0	653.0	0.0	0.0
KNNRIM	K	N	N	R	I	M	0.0	1790.0	0.0	0.0
KNNRIL	K	N	N	R	I	L	0.0	1322.0	0.0	0.0
KNNRAP	K	N	N	R	A	P	87.0	0.0	0.0	0.0
KNNRAM	K	N	N	R	A	M	275.0	0.0	0.0	0.0
KNNRAL	K	N	N	R	A	L	493.0	0.0	0.0	0.0
KNNRLP	K	N	N	R	L	P	51.0	0.0	0.0	0.0
KNNRLM	K	N	N	R	L	M	252.0	0.0	0.0	0.0
KNNRLL	K	N	N	R	L	L	246.0	0.0	0.0	0.0
KNNRNN	K	N	N	R	N	N	20783.0	0.0	0.0	0.0
KNOLWL	K	N	O	L	W	L	0.0	0.0	0.0	84.0
KNOLCL	K	N	O	L	C	L	0.0	86.0	0.0	0.0
KNOHWM	K	N	O	H	W	M	0.0	0.0	0.0	113.0
KNOHWL	K	N	O	H	W	L	0.0	0.0	0.0	258.0
KNOHCL	K	N	O	H	C	L	0.0	213.0	0.0	0.0
KNOHIM	K	N	O	H	I	M	0.0	130.0	0.0	0.0
KNOHIL	K	N	O	H	I	L	0.0	121.0	0.0	0.0
KNOHAM	K	N	O	H	A	M	80.0	0.0	0.0	0.0
KNOHAL	K	N	O	H	A	L	58.0	0.0	0.0	0.0
KNOHLM	K	N	O	H	L	M	74.0	0.0	0.0	0.0
KNOCPM	K	N	O	C	P	M	0.0	0.0	0.0	272.0
KNOCPL	K	N	O	C	P	L	0.0	0.0	489.0	0.0
KNOCDM	K	N	O	C	D	M	0.0	0.0	0.0	99.0
KNOCDL	K	N	O	C	D	L	0.0	0.0	0.0	301.0
KNOCWM	K	N	O	C	W	M	0.0	0.0	0.0	252.0
KNOCWL	K	N	O	C	W	L	0.0	0.0	0.0	485.0
KNOCCM	K	N	O	C	C	M	0.0	114.0	0.0	0.0
KNOCCL	K	N	O	C	C	L	0.0	364.0	0.0	0.0
KNOCIM	K	N	O	C	I	M	0.0	275.0	0.0	0.0
KNOCIL	K	N	O	C	I	L	0.0	473.0	0.0	0.0
KNOCAM	K	N	O	C	A	M	149.0	0.0	0.0	0.0
KNOCAL	K	N	O	C	A	L	133.0	0.0	0.0	0.0
KNOCLM	K	N	O	C	L	M	111.0	0.0	0.0	0.0
KNOCLL	K	N	O	C	L	L	114.0	0.0	0.0	0.0
KNORPS	K	N	O	R	P	S	0.0	0.0	0.0	79.0
KNORPP	K	N	O	R	P	P	0.0	0.0	0.0	724.0
KNORPM	K	N	O	R	P	M	0.0	0.0	0.0	1227.0
KNORPL	K	N	O	R	P	L	0.0	0.0	3322.0	0.0
KNORDP	K	N	O	R	D	P	0.0	0.0	0.0	72.0
KNORDM	K	N	O	R	D	M	0.0	0.0	0.0	1436.0
KNORDL	K	N	O	R	D	L	0.0	0.0	0.0	3005.0
KNORWP	K	N	O	R	W	P	0.0	0.0	0.0	249.0
KNORWM	K	N	O	R	W	M	0.0	0.0	0.0	1875.0
KNORWL	K	N	O	R	W	L	0.0	0.0	0.0	3832.0
KNORCP	K	N	O	R	C	P	0.0	53.0	0.0	0.0
KNORCM	K	N	O	R	C	M	0.0	739.0	0.0	0.0
KNORCL	K	N	O	R	C	L	0.0	2425.0	0.0	0.0
KNORIP	K	N	O	R	I	P	0.0	165.0	0.0	0.0
KNORIM	K	N	O	R	I	M	0.0	1462.0	0.0	0.0
KNORIL	K	N	O	R	I	L	0.0	1449.0	0.0	0.0
KNORAM	K	N	O	R	A	M	470.0	0.0	0.0	0.0
KNORAL	K	N	O	R	A	L	814.0	0.0	0.0	0.0
KNORLM	K	N	O	R	L	M	320.0	0.0	0.0	0.0
KNORLL	K	N	O	R	L	L	263.0	0.0	0.0	0.0
KNORNN	K	N	O	R	N	N	614.0	0.0	0.0	0.0
KNPLWL	K	N	P	L	W	L	0.0	0.0	0.0	72.0
KNPHIP	K	N	P	H	I	P	0.0	103.0	0.0	0.0
KNPHIM	K	N	P	H	I	M	0.0	69.0	0.0	0.0
KNPHIL	K	N	P	H	I	L	0.0	195.0	0.0	0.0
KNPHAM	K	N	P	H	A	M	86.0	0.0	0.0	0.0
KNPCPP	K	N	P	C	P	P	0.0	0.0	0.0	85.0
KNPCPM	K	N	P	C	P	M	0.0	0.0	0.0	456.0
KNPCPL	K	N	P	C	P	L	0.0	0.0	498.0	0.0
KNPCDM	K	N	P	C	D	M	0.0	0.0	0.0	253.0
KNPCDL	K	N	P	C	D	L	0.0	0.0	0.0	294.0
KNPCWP	K	N	P	C	W	P	0.0	0.0	0.0	61.0
KNPCWM	K	N	P	C	W	M	0.0	0.0	0.0	357.0
KNPCWL	K	N	P	C	W	L	0.0	0.0	0.0	1015.0
KNPCCM	K	N	P	C	C	M	0.0	197.0	0.0	0.0
KNPCCL	K	N	P	C	C	L	0.0	661.0	0.0	0.0
KNPCIP	K	N	P	C	I	P	0.0	132.0	0.0	0.0
KNPCIM	K	N	P	C	I	M	0.0	712.0	0.0	0.0
KNPCIL	K	N	P	C	I	L	0.0	746.0	0.0	0.0
KNPCAM	K	N	P	C	A	M	239.0	0.0	0.0	0.0
KNPCAL	K	N	P	C	A	L	264.0	0.0	0.0	0.0
KNPCLM	K	N	P	C	L	M	536.0	0.0	0.0	0.0
KNPCLL	K	N	P	C	L	L	326.0	0.0	0.0	0.0
KNPCNN	K	N	P	C	N	N	115.0	0.0	0.0	0.0
KNPRPS	K	N	P	R	P	S	0.0	0.0	0.0	83.0
KNPRPP	K	N	P	R	P	P	0.0	0.0	0.0	716.0
KNPRPM	K	N	P	R	P	M	0.0	0.0	0.0	1492.0
KNPRPL	K	N	P	R	P	L	0.0	0.0	2029.0	0.0
KNPRDP	K	N	P	R	D	P	0.0	0.0	0.0	96.0
KNPRDM	K	N	P	R	D	M	0.0	0.0	0.0	738.0
KNPRDL	K	N	P	R	D	L	0.0	0.0	0.0	1398.0
KNPRWP	K	N	P	R	W	P	0.0	0.0	0.0	318.0
KNPRWM	K	N	P	R	W	M	0.0	0.0	0.0	1075.0
KNPRWL	K	N	P	R	W	L	0.0	0.0	0.0	2357.0
KNPRCM	K	N	P	R	C	M	0.0	380.0	0.0	0.0
KNPRCL	K	N	P	R	C	L	0.0	921.0	0.0	0.0
KNPRIP	K	N	P	R	I	P	0.0	327.0	0.0	0.0
KNPRIM	K	N	P	R	I	M	0.0	951.0	0.0	0.0
KNPRIL	K	N	P	R	I	L	0.0	874.0	0.0	0.0
KNPRAM	K	N	P	R	A	M	413.0	0.0	0.0	0.0
KNPRAL	K	N	P	R	A	L	589.0	0.0	0.0	0.0
KNPRLP	K	N	P	R	L	P	92.0	0.0	0.0	0.0
KNPRLM	K	N	P	R	L	M	202.0	0.0	0.0	0.0
KNPRLL	K	N	P	R	L	L	220.0	0.0	0.0	0.0
KNPRNN	K	N	P	R	N	N	795.0	0.0	0.0	0.0
KNSLWP	K	N	S	L	W	P	0.0	0.0	0.0	75.0
KNSLWM	K	N	S	L	W	M	0.0	0.0	0.0	67.0
KNSLWL	K	N	S	L	W	L	0.0	0.0	0.0	246.0
KNSLCL	K	N	S	L	C	L	0.0	183.0	0.0	0.0
KNSLIL	K	N	S	L	I	L	0.0	102.0	0.0	0.0
KNSLLM	K	N	S	L	L	M	80.0	0.0	0.0	0.0
KNSHWP	K	N	S	H	W	P	0.0	0.0	0.0	78.0
KNSHWM	K	N	S	H	W	M	0.0	0.0	0.0	424.0
KNSHWL	K	N	S	H	W	L	0.0	0.0	0.0	579.0
KNSHCM	K	N	S	H	C	M	0.0	202.0	0.0	0.0
KNSHCL	K	N	S	H	C	L	0.0	838.0	0.0	0.0
KNSHIM	K	N	S	H	I	M	0.0	178.0	0.0	0.0
KNSHIL	K	N	S	H	I	L	0.0	188.0	0.0	0.0
KNSHAM	K	N	S	H	A	M	133.0	0.0	0.0	0.0
KNSHAL	K	N	S	H	A	L	94.0	0.0	0.0	0.0
KNSHLM	K	N	S	H	L	M	170.0	0.0	0.0	0.0
KNSHLL	K	N	S	H	L	L	145.0	0.0	0.0	0.0
KNSHNN	K	N	S	H	N	N	79.0	0.0	0.0	0.0
KNSCPP	K	N	S	C	P	P	0.0	0.0	0.0	140.0
KNSCPM	K	N	S	C	P	M	0.0	0.0	0.0	1647.0
KNSCPL	K	N	S	C	P	L	0.0	0.0	1466.0	0.0
KNSCDM	K	N	S	C	D	M	0.0	0.0	0.0	175.0
KNSCDL	K	N	S	C	D	L	0.0	0.0	0.0	583.0
KNSCWM	K	N	S	C	W	M	0.0	0.0	0.0	341.0
KNSCWL	K	N	S	C	W	L	0.0	0.0	0.0	771.0
KNSCCM	K	N	S	C	C	M	0.0	169.0	0.0	0.0
KNSCCL	K	N	S	C	C	L	0.0	468.0	0.0	0.0
KNSCIP	K	N	S	C	I	P	0.0	111.0	0.0	0.0
KNSCIM	K	N	S	C	I	M	0.0	858.0	0.0	0.0
KNSCIL	K	N	S	C	I	L	0.0	1635.0	0.0	0.0
KNSCAM	K	N	S	C	A	M	191.0	0.0	0.0	0.0
KNSCAL	K	N	S	C	A	L	292.0	0.0	0.0	0.0
KNSCLM	K	N	S	C	L	M	256.0	0.0	0.0	0.0
KNSCLL	K	N	S	C	L	L	351.0	0.0	0.0	0.0
KNSCNN	K	N	S	C	N	N	205.0	0.0	0.0	0.0
KNSRPS	K	N	S	R	P	S	0.0	0.0	0.0	462.0
KNSRPP	K	N	S	R	P	P	0.0	0.0	0.0	4910.0
KNSRPM	K	N	S	R	P	M	0.0	0.0	0.0	10195.0
KNSRPL	K	N	S	R	P	L	0.0	0.0	9927.0	0.0
KNSRDS	K	N	S	R	D	S	0.0	0.0	0.0	109.0
KNSRDP	K	N	S	R	D	P	0.0	0.0	0.0	492.0
KNSRDM	K	N	S	R	D	M	0.0	0.0	0.0	5934.0
KNSRDL	K	N	S	R	D	L	0.0	0.0	0.0	6168.0
KNSRWS	K	N	S	R	W	S	0.0	0.0	0.0	435.0
KNSRWP	K	N	S	R	W	P	0.0	0.0	0.0	1689.0
KNSRWM	K	N	S	R	W	M	0.0	0.0	0.0	7199.0
KNSRWL	K	N	S	R	W	L	0.0	0.0	0.0	11269.0
KNSRCS	K	N	S	R	C	S	0.0	133.0	0.0	0.0
KNSRCP	K	N	S	R	C	P	0.0	213.0	0.0	0.0
KNSRCM	K	N	S	R	C	M	0.0	2462.0	0.0	0.0
KNSRCL	K	N	S	R	C	L	0.0	6885.0	0.0	0.0
KNSRIS	K	N	S	R	I	S	0.0	446.0	0.0	0.0
KNSRIP	K	N	S	R	I	P	0.0	2097.0	0.0	0.0
KNSRIM	K	N	S	R	I	M	0.0	8228.0	0.0	0.0
KNSRIL	K	N	S	R	I	L	0.0	5369.0	0.0	0.0
KNSRAS	K	N	S	R	A	S	119.0	0.0	0.0	0.0
KNSRAP	K	N	S	R	A	P	324.0	0.0	0.0	0.0
KNSRAM	K	N	S	R	A	M	2040.0	0.0	0.0	0.0
KNSRAL	K	N	S	R	A	L	2600.0	0.0	0.0	0.0
KNSRLS	K	N	S	R	L	S	276.0	0.0	0.0	0.0
KNSRLP	K	N	S	R	L	P	558.0	0.0	0.0	0.0
KNSRLM	K	N	S	R	L	M	1913.0	0.0	0.0	0.0
KNSRLL	K	N	S	R	L	L	1535.0	0.0	0.0	0.0
KNSRNN	K	N	S	R	N	N	3755.0	0.0	0.0	0.0
RRNLWS	R	R	N	L	W	S	0.0	0.0	0.0	73.0
RRNLWP	R	R	N	L	W	P	0.0	0.0	0.0	980.0
RRNLWM	R	R	N	L	W	M	0.0	0.0	0.0	1020.0
RRNLWL	R	R	N	L	W	L	0.0	0.0	0.0	4083.0
RRNLCS	R	R	N	L	C	S	0.0	64.0	0.0	0.0
RRNLCP	R	R	N	L	C	P	0.0	94.0	0.0	0.0
RRNLCM	R	R	N	L	C	M	0.0	458.0	0.0	0.0
RRNLCL	R	R	N	L	C	L	0.0	2727.0	0.0	0.0
RRNLIP	R	R	N	L	I	P	0.0	587.0	0.0	0.0
RRNLIM	R	R	N	L	I	M	0.0	660.0	0.0	0.0
RRNLIL	R	R	N	L	I	L	0.0	1004.0	0.0	0.0
RRNLAS	R	R	N	L	A	S	58.0	0.0	0.0	0.0
RRNLAP	R	R	N	L	A	P	1900.0	0.0	0.0	0.0
RRNLAM	R	R	N	L	A	M	1442.0	0.0	0.0	0.0
RRNLAL	R	R	N	L	A	L	1997.0	0.0	0.0	0.0
RRNLLP	R	R	N	L	L	P	1015.0	0.0	0.0	0.0
RRNLLM	R	R	N	L	L	M	1130.0	0.0	0.0	0.0
RRNLLL	R	R	N	L	L	L	942.0	0.0	0.0	0.0
RRNLNN	R	R	N	L	N	N	758.0	0.0	0.0	0.0
RRNHWS	R	R	N	H	W	S	0.0	0.0	0.0	59.0
RRNHWP	R	R	N	H	W	P	0.0	0.0	0.0	441.0
RRNHWM	R	R	N	H	W	M	0.0	0.0	0.0	548.0
RRNHWL	R	R	N	H	W	L	0.0	0.0	0.0	1917.0
RRNHCP	R	R	N	H	C	P	0.0	73.0	0.0	0.0
RRNHCM	R	R	N	H	C	M	0.0	244.0	0.0	0.0
RRNHCL	R	R	N	H	C	L	0.0	1456.0	0.0	0.0
RRNHIP	R	R	N	H	I	P	0.0	66.0	0.0	0.0
RRNHIL	R	R	N	H	I	L	0.0	212.0	0.0	0.0
RRNHAP	R	R	N	H	A	P	209.0	0.0	0.0	0.0
RRNHAM	R	R	N	H	A	M	170.0	0.0	0.0	0.0
RRNHAL	R	R	N	H	A	L	511.0	0.0	0.0	0.0
RRNHLP	R	R	N	H	L	P	115.0	0.0	0.0	0.0
RRNHLM	R	R	N	H	L	M	97.0	0.0	0.0	0.0
RRNHLL	R	R	N	H	L	L	181.0	0.0	0.0	0.0
RRNHNN	R	R	N	H	N	N	177.0	0.0	0.0	0.0
RRNCWP	R	R	N	C	W	P	0.0	0.0	0.0	470.0
RRNCWM	R	R	N	C	W	M	0.0	0.0	0.0	289.0
RRNCWL	R	R	N	C	W	L	0.0	0.0	0.0	1417.0
RRNCCM	R	R	N	C	C	M	0.0	71.0	0.0	0.0
RRNCCL	R	R	N	C	C	L	0.0	1005.0	0.0	0.0
RRNCIP	R	R	N	C	I	P	0.0	138.0	0.0	0.0
RRNCIM	R	R	N	C	I	M	0.0	327.0	0.0	0.0
RRNCIL	R	R	N	C	I	L	0.0	389.0	0.0	0.0
RRNCAS	R	R	N	C	A	S	56.0	0.0	0.0	0.0
RRNCAP	R	R	N	C	A	P	670.0	0.0	0.0	0.0
RRNCAM	R	R	N	C	A	M	685.0	0.0	0.0	0.0
RRNCAL	R	R	N	C	A	L	823.0	0.0	0.0	0.0
RRNCLP	R	R	N	C	L	P	338.0	0.0	0.0	0.0
RRNCLM	R	R	N	C	L	M	479.0	0.0	0.0	0.0
RRNCLL	R	R	N	C	L	L	419.0	0.0	0.0	0.0
RRNCNN	R	R	N	C	N	N	997.0	0.0	0.0	0.0
RRNRWP	R	R	N	R	W	P	0.0	0.0	0.0	58.0
RRNRWM	R	R	N	R	W	M	0.0	0.0	0.0	90.0
RRNRWL	R	R	N	R	W	L	0.0	0.0	0.0	439.0
RRNRCL	R	R	N	R	C	L	0.0	557.0	0.0	0.0
RRNRIM	R	R	N	R	I	M	0.0	109.0	0.0	0.0
RRNRIL	R	R	N	R	I	L	0.0	107.0	0.0	0.0
RRNRAP	R	R	N	R	A	P	195.0	0.0	0.0	0.0
RRNRAM	R	R	N	R	A	M	169.0	0.0	0.0	0.0
RRNRAL	R	R	N	R	A	L	181.0	0.0	0.0	0.0
RRNRLM	R	R	N	R	L	M	63.0	0.0	0.0	0.0
RRNRLL	R	R	N	R	L	L	129.0	0.0	0.0	0.0
RRNRNN	R	R	N	R	N	N	2145.0	0.0	0.0	0.0
RROLWP	R	R	O	L	W	P	0.0	0.0	0.0	95.0
RROLWM	R	R	O	L	W	M	0.0	0.0	0.0	138.0
RROLWL	R	R	O	L	W	L	0.0	0.0	0.0	550.0
